"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Simple Family Members,Simple Family Member Jurisdictions,Extended Family Size,Extended Family Members,Extended Family Member Jurisdictions,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
1,EP,B1,EP 2867259 B1,006-954-528-299-318,2020-06-17,2020,EP 13813388 A,2013-07-02,KR 20120071996 A;;KR 20130071261 A;;KR 2013005855 W,2012-07-02,NOVEL MONOCLONAL ANTIBODY BINDING SPECIFICALLY TO DLL4 AND USE THEREOF,,ABLBIO,KIM EUN A;;PARK SANG KYUNG;;MOON KYUNG DUK;;LEE DONG HEON;;CHOI YU BIN;;KIM DONG IN;;KANG KYUNG JAE,ABLBIO (2016-10-12),https://lens.org/006-954-528-299-318,Granted Patent,yes,6,0,14,125-709-615-840-999;;088-086-309-011-756;;054-027-851-846-899;;138-702-893-757-810;;170-418-797-838-946;;020-035-615-712-940;;005-506-960-300-394;;033-104-367-105-030;;057-946-019-115-226;;006-954-528-299-318;;137-929-541-951-708;;069-533-699-720-584;;040-331-159-070-754;;118-483-656-835-333,EP;;CN;;KR;;WO;;US;;JP,14,125-709-615-840-999;;088-086-309-011-756;;054-027-851-846-899;;138-702-893-757-810;;170-418-797-838-946;;020-035-615-712-940;;005-506-960-300-394;;033-104-367-105-030;;057-946-019-115-226;;006-954-528-299-318;;137-929-541-951-708;;069-533-699-720-584;;040-331-159-070-754;;118-483-656-835-333,EP;;CN;;KR;;WO;;US;;JP,0,C07K16/22;;C07K16/28;;G01N33/577;;A61K2039/505;;C07K2317/92;;C07K2317/76;;G01N2333/4703;;G01N33/575;;C07K16/22;;C07K16/28;;C07K2317/76;;C07K2317/92;;G01N2333/4703;;A61P1/04;;A61P11/00;;A61P11/06;;A61P17/00;;A61P17/06;;A61P17/14;;A61P25/00;;A61P29/00;;A61P35/00;;A61P35/02;;A61P37/00;;A61P37/02;;A61P37/06;;A61P37/08;;A61P5/14;;G01N33/575;;A61K39/395;;C07K16/00;;C07K16/28;;A61K2300/00;;C07K14/475;;C07K14/52;;C07K16/30;;A61K39/395;;C07K16/24;;A61K2039/505;;A61K39/3955;;C07K16/22;;C07K16/28;;C07K2317/76;;C07K2317/92;;G01N33/575;;C07K16/18;;G01N33/577;;G01N2333/4703,C07K16/28;;A61K39/395;;A61P35/00;;C12N15/13,,7,3,016-779-397-367-938;;012-125-619-099-37X;;056-068-299-673-587,pmc3348095;;10.1084/jem.20111615;;22547652;;21788444;;10.4049/jimmunol.1100160;;pmc3159801;;10.1167/iovs.11-7756;;21896864,"F. BILLIARD ET AL: ""Dll4-Notch signaling in Flt3-independent dendritic cell development and autoimmunity in mice"", IMMUNITY, vol. 30, no. 6, 30 April 2012 (2012-04-30) , pages 845-1028, XP055242584, United States ISSN: 1097-4180, DOI: 10.1016/j.immuni.2009.03.021;;N. D. REYNOLDS ET AL: ""Delta-Like Ligand 4 Regulates Central Nervous System T Cell Accumulation during Experimental Autoimmune Encephalomyelitis"", THE JOURNAL OF IMMUNOLOGY, vol. 187, no. 5, 25 July 2011 (2011-07-25) , pages 2803-2813, XP055242585, US ISSN: 0022-1767, DOI: 10.4049/jimmunol.1100160;;Waka Ishida ET AL: ""Regulation of Experimental Autoimmune Uveoretinitis by Anti-Delta-Like Ligand 4 Monoclonal Antibody"", , 1 October 2011 (2011-10-01), XP055242588, DOI: 10.1167/iovs.11-7756 Retrieved from the Internet: URL:http://iovs.arvojournals.org/article.a spx?articleid=2187011 [retrieved on 2016-01-19];;DATABASE GENBANK [Online] 15 December 2009 XP003034266 Database accession no. BAI54638.1;;DATABASE GENBANK [Online] 31 August 2010 XP003034267 Database accession no. ADM44137.1;;DATABASE GENBANK [Online] 26 May 2009 XP003034268 Database accession no. ABP98628.1;;DATABASE GENBANK [Online] 31 August 2010 XP003034269 Database accession no. ADM43922.1",ACTIVE
2,US,B2,US 10184010 B2,166-797-698-395-72X,2019-01-22,2019,US 201414903077 A,2014-07-08,KR 20130080523 A;;KR 2014006090 W,2013-07-09,Dual-targeting protein binding specifically to DLL4 and VEGF and use thereof,The present invention relates to a novel dual-targeting protein comprising: a protein that binds specifically to delta-like ligand 4 (DLL4); and an antibody that binds specifically to vascular endothelial cell growth factor (VEGF).,ABLBIO,LEE DONG HEON;;MOON KYUNG DUK;;CHOI YU BIN;;KANG KYUNG JAE;;KIM DONG IN;;AHN JIN HYUNG;;YOU WEON KYOO;;JUNG JINWON,BINEX CO. LTD (2016-08-03);;HANWHA CHEMICAL CORPORATION (2016-01-28);;ABLBIO (2016-08-22),https://lens.org/166-797-698-395-72X,Granted Patent,yes,22,4,21,078-325-094-202-012;;185-572-533-762-466;;174-496-310-679-808;;040-544-582-900-11X;;101-932-661-415-150;;166-797-698-395-72X;;110-369-568-236-218;;034-013-126-655-659;;144-121-369-745-161;;151-251-721-086-759;;114-306-134-834-365;;005-975-393-255-196;;091-864-294-996-156;;106-548-415-687-746;;114-350-353-706-003;;087-492-933-886-14X;;036-449-964-807-906;;146-964-406-216-030;;104-098-215-245-726;;173-607-061-936-318;;013-585-693-886-201,RU;;ES;;AU;;CN;;EP;;KR;;WO;;US;;PL;;TR;;CA;;JP,21,078-325-094-202-012;;185-572-533-762-466;;174-496-310-679-808;;040-544-582-900-11X;;101-932-661-415-150;;166-797-698-395-72X;;110-369-568-236-218;;034-013-126-655-659;;144-121-369-745-161;;151-251-721-086-759;;114-306-134-834-365;;005-975-393-255-196;;091-864-294-996-156;;106-548-415-687-746;;114-350-353-706-003;;087-492-933-886-14X;;036-449-964-807-906;;146-964-406-216-030;;104-098-215-245-726;;173-607-061-936-318;;013-585-693-886-201,RU;;ES;;AU;;CN;;EP;;KR;;WO;;US;;PL;;TR;;CA;;JP,23,C07K16/22;;C07K16/28;;C07K2317/31;;C07K2317/622;;C07K2317/64;;A61K2039/505;;C07K16/468;;C07K2317/34;;C07K2317/76;;C07K2317/92;;A61P1/02;;A61P1/04;;A61P1/16;;A61P1/18;;A61P11/00;;A61P13/08;;A61P13/10;;A61P13/12;;A61P15/00;;A61P17/00;;A61P19/00;;A61P25/00;;A61P35/00;;A61P35/02;;A61P5/00;;C07K16/2803;;C07K16/286;;C07K2317/622;;A61K39/00;;C07K1/00;;C07K16/00;;C07K16/46;;C07K16/468;;C07K16/22;;C07K16/28;;C07K2317/31;;C07K2317/622;;C07K2317/64;;G01N33/5759;;G01N33/57585;;A61K2039/505;;C07K16/468;;C07K2317/34;;C07K2317/76;;C07K2317/92;;G01N2333/475;;G01N2333/705,C07K16/22;;A61K39/00;;C07K16/28;;C07K16/46;;C12N15/13;;C12N15/63;;G01N33/574,,11,10,095-334-545-560-259;;014-113-432-888-031;;045-942-104-775-903;;001-779-867-387-972;;013-142-717-038-23X;;027-477-313-726-928;;020-239-636-647-054;;015-283-465-647-996;;096-800-346-353-072;;096-800-346-353-072,8876650;;10.1006/jmbi.1996.0548;;10.4049/jimmunol.169.6.3076;;12218124;;10.1016/s0006-291x(03)01131-8;;12850000;;10543973;;10.1006/jmbi.1999.3192;;10.1006/jmbi.1999.3141;;10556035;;pmc346105;;6804947;;10.1073/pnas.79.6.1979;;10.1158/0008-5472.can-11-1704;;21803743;;10.1158/1078-0432.ccr-07-1393;;18094402;;20716403;;10.3779/j.issn.1009-3419.2009.02.04;;20716403;;10.3779/j.issn.1009-3419.2009.02.04,"MacCallum et al. (1996). J. Mol. Biol. 262:732-745.;;De Pascalis et al. (2002). Journal of Immunology. 169:3076-3084.;;Casset et al. (2003). Biochemical and Biophysical Reseaerch Communications. 307:198-205.;;Chen et al. (1999). J. Mol. biol. 293:865-881.;;Wu et al. (1999). J. Mol. Biol. 294:151-162.;;Rudikoff et al. (1982). PNAS. 79:1979-1983.;;Li, J., et al., “DLL4-Notch Signaling Mediates Tumor Resistance to Anti-VEGF Therapy in Vivo”, “Cancer Research”, Jul. 29, 2011, pp. 6073-6083, vol. 71, No. 18.;;Yan, M., et al., “Delta-like 4/Notch Signaling and Its Therapeutic Implications”, “Clin. Cancer Res.”, Dec. 15, 2007, pp. 7243-7246, vol. 13, No. 24.;;Li, Q., et al., “Expression and clinical significance of serum DLL4 and VEGF in patients with gastric cancer”, “Medical Journal of Qilu”, Page(s) Eng Abst, vol. 28, No. 2.;;Li, X., et al., “Expression of DLL4 and VEGF in Lung Adenocarcinoma and their Relationship with Angiogenesis in Tumor”, “Chinese Journal of Lung Cancer”, Feb. 2009, pp. 117-121, vol. 12, No. 2.;;Li, X., et al., “Expression of DLL4 and VEGF in Lung Adenocarcinoma and their Relationship with Angiogenesis in Tumor”, “Chinese Journal of Lung Cancer”, Feb. 2009, Page(s) Eng Abst, vol. 12, No. 2.",ACTIVE
3,US,A1,US 2018/0360986 A1,061-550-094-846-209,2018-12-20,2018,US 201816059761 A,2018-08-09,US 201816059761 A;;KR 20130072686 A;;US 201514898126 A;;KR 2014005589 W,2013-06-24,ANTIBODY-DRUG CONJUGATE HAVING IMPROVED STABILITY AND USE THEREOF,"The present invention relates to an antibody-drug conjugate comprising a drug conjugated to an antibody, a preparation method thereof and the use thereof.",ABLBIO,KIM YOUNG MIN;;KO MIN JI;;KIM JAE YONG;;KIM JU HEE;;MOON KYUNG DUK;;SONG DAE HAE;;EOM JAE HYUN;;JUNG JIN WON,,https://lens.org/061-550-094-846-209,Patent Application,yes,0,0,22,024-397-182-421-024;;049-282-517-693-847;;119-516-395-149-62X;;055-389-435-645-240;;171-635-665-582-974;;127-676-632-633-03X;;007-399-965-034-47X;;007-453-155-174-969;;000-424-616-062-592;;032-162-218-995-462;;104-770-914-890-292;;005-282-669-659-545;;061-550-094-846-209;;040-545-487-777-939;;146-575-603-980-709;;030-991-883-479-308;;117-237-669-232-144;;017-039-621-896-66X;;038-518-472-669-665;;199-970-107-543-588;;152-882-416-667-765;;158-466-831-537-39X,RU;;AU;;EP;;CN;;WO;;KR;;US;;BR;;CA;;JP,22,024-397-182-421-024;;049-282-517-693-847;;119-516-395-149-62X;;055-389-435-645-240;;171-635-665-582-974;;127-676-632-633-03X;;007-399-965-034-47X;;007-453-155-174-969;;000-424-616-062-592;;032-162-218-995-462;;104-770-914-890-292;;005-282-669-659-545;;061-550-094-846-209;;040-545-487-777-939;;146-575-603-980-709;;030-991-883-479-308;;117-237-669-232-144;;017-039-621-896-66X;;038-518-472-669-665;;199-970-107-543-588;;152-882-416-667-765;;158-466-831-537-39X,RU;;AU;;EP;;CN;;WO;;KR;;US;;BR;;CA;;JP,3,C07K16/2803;;C07K16/32;;C07K2317/24;;C07K2317/56;;C07K2317/73;;C07K2317/92;;A61K47/6817;;A61K47/6849;;A61K47/6851;;A61K2039/505;;C07K16/2878;;C07K2317/94;;A61P35/00;;A61P37/00;;A61P37/06;;A61K47/68031;;A61K47/50;;A61K39/395;;A61K47/68031;;A61P35/00;;A61K39/395;;A61K47/00;;A61K47/68031;;C07K16/2803;;C07K16/32;;C07K2317/24;;C07K2317/56;;C07K2317/73;;C07K2317/92;;A61K47/6817;;A61K47/6849;;A61K47/6851;;A61K47/68031;;A61K2039/505;;C07K16/2878;;C07K2317/94;;A61K47/6899,A61K47/68;;A61K39/00;;C07K16/28;;C07K16/32,,0,0,,,,DISCONTINUED
4,KR,A,KR 20240031229 A,102-748-165-655-290,2024-03-07,2024,KR 20237042723 A,2022-05-12,KR 20210061407 A;;IB 2022054445 W,2021-05-12,알파-시누클레인병증 치료용 항체,"본 개시내용은 알파-시누클레인 및 인슐린-유사 성장 인자 1 수용체를 둘 다 표적화하는 다중특이적 단리된 결합 단백질을 포함하는, 알파-시누클레인을 표적화하는 인간화 항체 및 이의 항원-결합 단편과 같은 단리된 결합 단백질을 제공한다. 또한, 알파-시누클레인병증을 치료하기 위해 결합 단백질을 사용하는 방법을 제공한다.",ABL BIO INC,PARK KYUNGJIN;;SONG DAEHAE;;JUNG JINWON;;SUNG BYUNGJE;;YUN HYESU;;SHIN JUNG WON;;AN SUNGWON;;KIM JUHEE;;LEE BORA;;AHN JINHYUNG;;KIM DONGIN;;KIM DONGHWAN;;SON YONG GYU;;PAK YOUNGDON,,https://lens.org/102-748-165-655-290,Patent Application,no,0,0,16,078-906-444-318-804;;072-011-895-882-329;;121-359-220-743-390;;102-748-165-655-290;;037-312-713-253-709;;168-310-238-071-05X;;141-040-150-695-864;;185-506-715-045-382;;159-571-379-330-624;;164-716-835-691-876;;141-748-119-942-648;;050-882-073-645-514;;061-639-121-639-143;;108-169-961-086-481;;197-970-097-499-364;;022-882-656-814-53X,AR;;AU;;EP;;WO;;MX;;BR;;CA;;IL;;TW;;CO;;CN;;KR;;US;;JP,16,078-906-444-318-804;;072-011-895-882-329;;121-359-220-743-390;;102-748-165-655-290;;037-312-713-253-709;;168-310-238-071-05X;;141-040-150-695-864;;185-506-715-045-382;;159-571-379-330-624;;164-716-835-691-876;;141-748-119-942-648;;050-882-073-645-514;;061-639-121-639-143;;108-169-961-086-481;;197-970-097-499-364;;022-882-656-814-53X,AR;;AU;;EP;;WO;;MX;;BR;;CA;;IL;;TW;;CO;;CN;;KR;;US;;JP,154,C07K16/18;;C07K2317/24;;C07K16/2863;;A61P25/00;;A61K2039/505;;C07K2317/31;;A61P25/16;;C07K16/18;;C07K2317/24;;C07K2317/31;;C07K16/2863;;C07K2317/622;;C07K2317/92;;C07K16/18;;A61K2039/505;;C07K16/2863;;C07K2317/24;;C07K2317/31;;C07K2317/35;;C07K2317/565;;C07K2317/567;;C07K2317/622;;C07K2317/92;;A61P25/16;;C07K16/18;;C07K16/2863;;A61P25/00;;C07K2317/31;;C07K2317/35;;C07K2317/24;;C07K2317/92;;C07K2317/622;;C07K2317/565;;C07K2317/567;;A61K2039/505;;C07K16/18;;C07K16/2863;;A61P25/16;;A61K2039/505;;C07K2317/24;;C07K2317/92;;C07K2317/567;;C07K2317/622;;C07K2317/31;;C07K2317/35;;C07K2317/565,C07K16/18;;A61K39/00;;A61P25/00;;C07K16/28,,0,0,,,,PENDING
5,KR,A,KR 20180081465 A,119-159-003-916-453,2018-07-16,2018,KR 20180001641 A,2018-01-05,US 201762443151 P,2017-01-06,-syn Anti--Synuclein antibody and its use,"The present application discloses an anti-α-syn antibody which preferentially recognizes α-syn aggregates. The antibody according to the present application binds to the α-syn aggregates with high affinity and specificity to inhibit accumulation thereof or intercellular communication thereof, and thus can be usefully employed in the detection, diagnosis, and/or treatment or prevention of various diseases caused by the accumulation of the α-syn aggregates.",ABL BIO INC,AHN JINHYUNG;;AN SUNGWON;;KIM DONGIN;;SUNG EUNSIL;;EOM JAEHYUN;;LEE SANG HOON;;LEE SEUNG JAE;;KIM TAE KYUNG;;CHOI MIN SUN;;YOU WEONKYOO;;JUNG JAEHO;;KIM JUHEE;;JUNG JINWON;;KIM YEUNJU;;SON YONGGYU;;SUNG BYUNGJE,,https://lens.org/119-159-003-916-453,Patent Application,no,1,8,12,138-790-353-020-44X;;119-159-003-916-453;;143-154-603-067-990;;133-864-543-890-881;;185-627-130-252-15X;;130-615-958-948-364;;039-348-417-477-588;;080-969-897-224-210;;086-671-171-885-139;;117-832-213-876-765;;000-048-131-244-543;;115-824-720-868-564,CN;;KR;;US;;MX;;BR;;EA;;JP,18,143-154-603-067-990;;119-159-003-916-453;;133-864-543-890-881;;000-048-131-244-543;;077-873-569-385-539;;117-832-213-876-765;;039-348-417-477-588;;080-969-897-224-210;;086-671-171-885-139;;082-334-362-663-595;;012-415-282-951-015;;138-790-353-020-44X;;164-673-373-760-39X;;018-849-216-201-116;;185-627-130-252-15X;;130-615-958-948-364;;086-247-829-849-044;;115-824-720-868-564,AU;;CN;;EP;;KR;;WO;;US;;MX;;BR;;CA;;EA;;JP,450,A61K39/00;;C07K16/18;;C07K2317/34;;C07K2317/622;;C07K2317/92;;G01N33/68;;C07K16/18;;C07K2317/34;;C07K2317/622;;C07K2317/92;;G01N33/6896;;A61K2039/505;;A61P25/14;;C07K2317/33;;C07K16/18;;G01N33/6896;;C07K2317/24;;C07K2317/56;;C07K2317/565;;C07K2317/76;;G01N2333/4709;;G01N2800/28;;A61P25/14;;A61K2039/505;;C07K16/18;;C07K2317/565;;C07K2317/622;;C07K2317/92;;G01N33/6896;;G01N2800/2835,C07K16/18;;G01N33/68,,0,0,,,,ACTIVE
6,CA,A1,CA 3100187 A1,133-727-350-313-526,2020-01-02,2020,CA 3100187 A,2019-06-26,KR 20180073320 A;;KR 2019007727 W,2018-06-26,ANTI-BCMA ANTIBODY AND USE THEREOF,"Provided are an antibody binding specifically to BCMA or an antigen binding fragment thereof, a preparation method therefor, and a use thereof. According to the invention, the antibody can be advantageously used for preventing or treating cancer.",ABL BIO INC,PARK KYUNGJIN;;CHUNG HYEJIN;;PARK KYEONGSU;;LEE YANGSOON;;CHANG MIKYUNG;;JEON JAEHYOUNG;;KIM YOUNGKWANG;;JEONG JUNHYUN;;YOO JISEON;;KIM YEUNJU;;YEOM DONGHOON;;KIM EUNJUNG;;LEE BORA;;JUNG JINWON,,https://lens.org/133-727-350-313-526,Patent Application,no,0,0,14,196-104-040-475-33X;;071-196-046-801-907;;133-727-350-313-526;;031-071-694-545-358;;093-214-768-613-11X;;066-223-495-203-443;;166-671-247-941-986;;060-773-054-804-903;;006-106-149-907-967;;140-701-227-639-57X;;178-328-745-094-422;;171-836-757-354-240;;128-373-717-894-907;;093-934-613-347-932,EP;;CN;;KR;;WO;;US;;CA;;JP,14,196-104-040-475-33X;;071-196-046-801-907;;133-727-350-313-526;;031-071-694-545-358;;093-214-768-613-11X;;066-223-495-203-443;;166-671-247-941-986;;060-773-054-804-903;;006-106-149-907-967;;140-701-227-639-57X;;178-328-745-094-422;;171-836-757-354-240;;128-373-717-894-907;;093-934-613-347-932,EP;;CN;;KR;;WO;;US;;CA;;JP,128,C07K16/2878;;C07K2317/565;;C07K2317/76;;C07K2317/92;;C07K2317/33;;C07K2317/32;;A61P35/00;;A61K47/6803;;A61K47/6849;;A61K47/6851;;C07K16/2878;;A61K31/40;;A61K47/6849;;A61P35/00;;A61K2039/505;;C07K16/2878;;C07K2317/33;;C07K2317/565;;C07K2317/732;;C07K2317/76;;C07K2317/92;;C07K16/30,A61K47/68;;A61K31/40;;C07K16/28,,0,0,,,,PENDING
7,WO,A1,WO 2023/002392 A1,137-500-504-343-613,2023-01-26,2023,IB 2022056679 W,2022-07-20,KR 20210095142 A;;KR 20210176638 A,2021-07-20,ANTI-CLL-1/ANTI-CD3 BISPECIFIC ANTIBODIES AND USES THEREOF,"Provided are anti-CLL-1/anti-CD3 bispecific antibodies and ueses thereof, according to the bispecific antibodies of one aspect, it can bind to CLL-1 with high binding affinity, can cause activation of T cells, and exert less off-tumor toxicity, thus it can be used effectively for preventing or treating the cancer expressing CLL-1.",ABL BIO INC,LIM YANGMI;;PARK SUMYEONG;;LEE SHINAI;;LEE EUNHEE,,https://lens.org/137-500-504-343-613,Patent Application,yes,6,2,7,039-276-034-559-13X;;137-500-504-343-613;;002-728-315-566-194;;027-068-566-988-187;;103-528-266-877-433;;126-400-017-050-111;;020-140-171-270-081,EP;;WO;;KR;;US;;JP,8,039-276-034-559-13X;;170-317-451-747-323;;137-500-504-343-613;;002-728-315-566-194;;027-068-566-988-187;;103-528-266-877-433;;126-400-017-050-111;;020-140-171-270-081,CN;;EP;;WO;;KR;;US;;JP,75,A61P35/00;;C07K16/2851;;C07K2317/24;;C07K2317/732;;C07K2317/31;;C07K16/2809;;C07K2317/73;;A61K2039/505;;A61K47/6877;;A61K47/6879;;A61K47/6849;;C07K16/2851;;A61K47/6849;;A61P35/00;;C07K2317/55;;C07K2317/24;;C07K2317/732;;C07K2319/50;;A61K2039/505;;A61P35/00;;A61K2039/505;;C07K16/24;;C07K16/2809;;C07K2317/24;;C07K2317/31;;C07K2317/33;;C07K2317/732;;C07K2317/92,C07K16/28;;A61K39/00;;A61P35/00,,0,0,,,,DISCONTINUED
8,BR,A2,BR 112022011993 A2,121-887-099-466-262,2022-09-20,2022,BR 112022011993 A,2020-12-24,IB 2020062434 W;;KR 20200173808 A;;US 201962953685 P;;US 201962953687 P,2019-12-26,MÉTODO PARA PURIFICAR PEPTÍDEO BIOLOGICAMENTE ATIVO USANDO CROMATOGRAFIA DE AFINIDADE DE PROTEÍNA A,"MÉTODO PARA PURIFICAR PEPTÍDEO BIOLOGICAMENTE ATIVO USANDO CROMATOGRAFIA DE AFINIDADE DE PROTEÍNA A. É fornecido um método de purificar uma mistura de peptídeos bioativos contendo Fc usando uma coluna de afinidade incluindo uma matriz de afinidade contendo um ligando de proteína A, em que a mistura de peptídeos bioativos contendo Fc inclui um primeiro peptídeo bioativo contendo Fc e um segundo peptídeo bioativo contendo Fc, e o segundo peptídeo bioativo contendo Fc inclui pelo menos mais um domínio VH3 humano, em comparação com o primeiro peptídeo bioativo contendo Fc. De acordo com o método de purificação, peptídeos bioativos com estruturas iguais ou semelhantes podem ser separados precisamente para o alto nível de pureza enquanto a simplificação do processo é alcançada.",ABL BIO INC,DAEHAE SONG;;YOUNGDON PAK;;JINWON JUNG;;JUNGHYEON HONG;;HEEJIN LIM;;DONGIN KIM,,https://lens.org/121-887-099-466-262,Patent Application,no,0,0,15,021-967-191-467-596;;190-341-566-264-693;;115-816-969-058-583;;065-460-611-548-370;;091-996-460-129-58X;;121-887-099-466-262;;151-477-111-391-82X;;113-819-623-048-055;;035-950-526-483-334;;094-944-707-050-916;;153-477-971-198-301;;149-798-223-441-778;;040-603-193-375-320;;197-594-764-334-680;;092-913-128-305-115,AU;;EP;;CN;;WO;;KR;;US;;MX;;BR;;ZA;;CA;;IL;;JP,15,190-341-566-264-693;;115-816-969-058-583;;065-460-611-548-370;;021-967-191-467-596;;091-996-460-129-58X;;151-477-111-391-82X;;121-887-099-466-262;;035-950-526-483-334;;113-819-623-048-055;;094-944-707-050-916;;040-603-193-375-320;;153-477-971-198-301;;149-798-223-441-778;;197-594-764-334-680;;092-913-128-305-115,AU;;CN;;EP;;WO;;KR;;US;;MX;;BR;;ZA;;CA;;IL;;JP,0,C07K1/22;;C07K16/18;;C07K2319/30;;C07K2317/31;;C07K2317/622;;C07K16/40;;C07K16/2863;;C07K2317/52;;C07K16/065;;C07K2317/64;;C07K14/605;;B01D15/3809;;B01D15/166;;C07K16/065;;C07K1/22;;C07K16/18;;C07K16/2863;;B01D15/3809;;C07K2319/30;;C07K2317/622;;C07K2317/31;;C07K2317/52;;C07K2317/30;;C07K2319/00;;C07K1/22,C07K16/06;;B01D15/38;;C07K1/22;;C07K16/18;;C07K16/28,,0,0,,,,DISCONTINUED
9,AU,A1,AU 2023/306100 A1,085-693-226-467-972,2025-02-06,2025,AU 2023/306100 A,2023-07-14,KR 20220087520 A;;KR 20230038009 A;;KR 2023010149 W,2022-07-15,"ANTI-ROR1 ANTIBODY, BISPECIFIC ANTIBODY COMPRISING SAME, AND USES THEREOF",Provided are: a novel anti-ROR1 antibody; a bispecific antibody comprising the anti-ROR1 antibody; and uses thereof.,ABL BIO INC,LEE YANGSOON;;JUNG JINWON;;KIM JUHEE;;PARK KYEONGSU;;SUNG BYUNGJE;;YEOM DONGHOON;;LEE BORA;;YOO BYEONGMIN;;SON WONJUN;;LEE SUYOUN;;KO MINJI;;RYU ILHWAN;;LEE SUNJU;;KWON JUNG A;;CHOI HYOJU;;KIM SORA;;YOUN HYUNSEONG;;PARK KYUNGJIN;;SON YONG-GYU,,https://lens.org/085-693-226-467-972,Patent Application,no,0,0,8,117-038-676-251-210;;084-384-172-134-826;;170-581-950-864-72X;;006-968-367-020-159;;168-281-941-249-382;;077-973-522-250-336;;085-693-226-467-972;;022-156-287-067-332,AU;;EP;;CN;;KR;;WO;;US;;CA;;JP,8,117-038-676-251-210;;084-384-172-134-826;;170-581-950-864-72X;;006-968-367-020-159;;168-281-941-249-382;;077-973-522-250-336;;085-693-226-467-972;;022-156-287-067-332,AU;;EP;;CN;;KR;;WO;;US;;CA;;JP,0,A61K47/68035;;A61K47/6879;;A61K47/6851;;C07K2317/31;;C07K16/2803;;A61P35/00;;C07K16/2878;;C07K2317/92;;C07K2317/76;;A61K2039/545;;C07K2317/73;;C07K2317/622;;C07K2317/33;;A61K39/39;;G01N33/5759;;C07K16/2803;;C07K16/2878;;C07K16/2827;;A61P35/00;;A61K47/6803;;A61K47/6849;;C07K2317/31;;C07K2317/622;;C07K2317/55;;A61K2039/505;;A61K47/6879;;A61P35/00;;A61K47/68035;;G01N33/5758;;A61K2039/505;;C07K16/2803;;C07K16/2827;;C07K16/2878;;C07K2317/31;;C07K2317/52;;C07K2317/565;;C07K2317/622;;C07K2317/732;;C07K2317/77;;C07K2317/92;;C07K2317/94;;G01N2333/70503,C07K16/28;;A61K39/00;;A61P35/00;;G01N33/574,,0,0,,,,PENDING
