"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Simple Family Members,Simple Family Member Jurisdictions,Extended Family Size,Extended Family Members,Extended Family Member Jurisdictions,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
1,AU,B2,AU 2014/287984 B2,114-350-353-706-003,2016-09-22,2016,AU 2014/287984 A,2014-07-08,KR 20130080523 A;;KR 2014006090 W,2013-07-09,"Novel dual-targeted protein specifically binding to DLL4 and VEGF, and use thereof",The present invention relates to a dual-targeted protein comprising: a novel protein specifically binding to delta like ligand 4 (DLL4); and an antibody specifically binding to a vascular endothelial cell growth factor (VEGF).,ABLBIO,LEE DONG HEON;;MOON KYUNG DUK;;CHOI YU BIN;;KANG KYUNG JAE;;KIM DONG IN;;AHN JIN HYUNG;;YOU WEON KYOO;;JUNG JINWON,ABLBIO (2016-06-30),https://lens.org/114-350-353-706-003,Granted Patent,no,1,0,21,078-325-094-202-012;;185-572-533-762-466;;174-496-310-679-808;;040-544-582-900-11X;;101-932-661-415-150;;166-797-698-395-72X;;110-369-568-236-218;;034-013-126-655-659;;144-121-369-745-161;;151-251-721-086-759;;114-306-134-834-365;;005-975-393-255-196;;091-864-294-996-156;;106-548-415-687-746;;114-350-353-706-003;;087-492-933-886-14X;;036-449-964-807-906;;146-964-406-216-030;;104-098-215-245-726;;173-607-061-936-318;;013-585-693-886-201,RU;;ES;;AU;;CN;;EP;;KR;;WO;;US;;PL;;TR;;CA;;JP,21,078-325-094-202-012;;185-572-533-762-466;;174-496-310-679-808;;040-544-582-900-11X;;101-932-661-415-150;;166-797-698-395-72X;;110-369-568-236-218;;034-013-126-655-659;;144-121-369-745-161;;151-251-721-086-759;;114-306-134-834-365;;005-975-393-255-196;;091-864-294-996-156;;106-548-415-687-746;;114-350-353-706-003;;087-492-933-886-14X;;036-449-964-807-906;;146-964-406-216-030;;104-098-215-245-726;;173-607-061-936-318;;013-585-693-886-201,RU;;ES;;AU;;CN;;EP;;KR;;WO;;US;;PL;;TR;;CA;;JP,0,C07K16/22;;C07K16/28;;C07K2317/31;;C07K2317/622;;C07K2317/64;;A61K2039/505;;C07K16/468;;C07K2317/34;;C07K2317/76;;C07K2317/92;;A61P1/02;;A61P1/04;;A61P1/16;;A61P1/18;;A61P11/00;;A61P13/08;;A61P13/10;;A61P13/12;;A61P15/00;;A61P17/00;;A61P19/00;;A61P25/00;;A61P35/00;;A61P35/02;;A61P5/00;;C07K16/2803;;C07K16/286;;C07K2317/622;;A61K39/00;;C07K1/00;;C07K16/00;;C07K16/46;;C07K16/468;;C07K16/22;;C07K16/28;;C07K2317/31;;C07K2317/622;;C07K2317/64;;G01N33/5759;;G01N33/57585;;A61K2039/505;;C07K16/468;;C07K2317/34;;C07K2317/76;;C07K2317/92;;G01N2333/475;;G01N2333/705,C07K16/46;;C07K19/00;;C12N15/62;;G01N33/574,,0,0,,,,ACTIVE
2,EP,A1,EP 2867259 A1,125-709-615-840-999,2015-05-06,2015,EP 13813388 A,2013-07-02,KR 20120071996 A;;KR 20130071261 A;;KR 2013005855 W,2012-07-02,NOVEL MONOCLONAL ANTIBODY BINDING SPECIFICALLY TO DLL4 AND USE THEREOF,,HANWHA CHEMICAL CORP,KIM EUN A;;PARK SANG KYUNG;;MOON KYUNG DUK;;LEE DONG HEON;;CHOI YU BIN;;KIM DONG IN;;KANG KYUNG JAE,ABLBIO (2016-10-12),https://lens.org/125-709-615-840-999,Patent Application,yes,0,0,14,125-709-615-840-999;;088-086-309-011-756;;054-027-851-846-899;;138-702-893-757-810;;170-418-797-838-946;;020-035-615-712-940;;005-506-960-300-394;;033-104-367-105-030;;057-946-019-115-226;;006-954-528-299-318;;137-929-541-951-708;;069-533-699-720-584;;040-331-159-070-754;;118-483-656-835-333,EP;;CN;;KR;;WO;;US;;JP,14,125-709-615-840-999;;088-086-309-011-756;;054-027-851-846-899;;138-702-893-757-810;;170-418-797-838-946;;020-035-615-712-940;;005-506-960-300-394;;033-104-367-105-030;;057-946-019-115-226;;006-954-528-299-318;;137-929-541-951-708;;069-533-699-720-584;;040-331-159-070-754;;118-483-656-835-333,EP;;CN;;KR;;WO;;US;;JP,35,C07K16/22;;C07K16/28;;G01N33/577;;A61K2039/505;;C07K2317/92;;C07K2317/76;;G01N2333/4703;;G01N33/575;;C07K16/22;;C07K16/28;;C07K2317/76;;C07K2317/92;;G01N2333/4703;;A61P1/04;;A61P11/00;;A61P11/06;;A61P17/00;;A61P17/06;;A61P17/14;;A61P25/00;;A61P29/00;;A61P35/00;;A61P35/02;;A61P37/00;;A61P37/02;;A61P37/06;;A61P37/08;;A61P5/14;;G01N33/575;;A61K39/395;;C07K16/00;;C07K16/28;;A61K2300/00;;C07K14/475;;C07K14/52;;C07K16/30;;A61K39/395;;C07K16/24;;A61K2039/505;;A61K39/3955;;C07K16/22;;C07K16/28;;C07K2317/76;;C07K2317/92;;G01N33/575;;C07K16/18;;G01N33/577;;G01N2333/4703,A61K39/395;;C07K16/28;;A61P35/00;;C12N15/13,,0,0,,,,ACTIVE
3,US,A1,US 2016/0136300 A1,030-991-883-479-308,2016-05-19,2016,US 201414898126 A,2014-06-24,KR 20130072686 A;;KR 2014005589 W,2013-06-24,ANTIBODY-DRUG CONJUGATE HAVING IMPROVED STABILITY AND USE THEREOF,"The present invention relates to an antibody-drug conjugate comprising a drug conjugated to an antibody, a preparation method thereof and the use thereof.",HANWHA CHEMICAL CORP,KIM YOUNG MIN;;KO MIN JI;;KIM JAE YONG;;KIM JU HEE;;MOON KYUNG DUK;;SONG DAE HAE;;EOM JAE HYUN;;JUNG JIN WON,HANWHA CHEMICAL CORPORATION (2016-02-22);;ABLBIO (2016-08-04),https://lens.org/030-991-883-479-308,Patent Application,yes,6,4,22,024-397-182-421-024;;049-282-517-693-847;;119-516-395-149-62X;;055-389-435-645-240;;171-635-665-582-974;;127-676-632-633-03X;;007-399-965-034-47X;;007-453-155-174-969;;000-424-616-062-592;;032-162-218-995-462;;104-770-914-890-292;;005-282-669-659-545;;061-550-094-846-209;;040-545-487-777-939;;146-575-603-980-709;;030-991-883-479-308;;117-237-669-232-144;;017-039-621-896-66X;;038-518-472-669-665;;199-970-107-543-588;;152-882-416-667-765;;158-466-831-537-39X,RU;;AU;;EP;;CN;;WO;;KR;;US;;BR;;CA;;JP,22,024-397-182-421-024;;049-282-517-693-847;;119-516-395-149-62X;;055-389-435-645-240;;171-635-665-582-974;;127-676-632-633-03X;;007-399-965-034-47X;;007-453-155-174-969;;000-424-616-062-592;;032-162-218-995-462;;104-770-914-890-292;;005-282-669-659-545;;061-550-094-846-209;;040-545-487-777-939;;146-575-603-980-709;;030-991-883-479-308;;117-237-669-232-144;;017-039-621-896-66X;;038-518-472-669-665;;199-970-107-543-588;;152-882-416-667-765;;158-466-831-537-39X,RU;;AU;;EP;;CN;;WO;;KR;;US;;BR;;CA;;JP,3,C07K16/2803;;C07K16/32;;C07K2317/24;;C07K2317/56;;C07K2317/73;;C07K2317/92;;A61K47/6817;;A61K47/6849;;A61K47/6851;;A61K2039/505;;C07K16/2878;;C07K2317/94;;A61P35/00;;A61P37/00;;A61P37/06;;A61K47/68031;;A61K47/50;;A61K39/395;;A61K47/68031;;A61P35/00;;A61K39/395;;A61K47/00;;A61K47/68031;;C07K16/2803;;C07K16/32;;C07K2317/24;;C07K2317/56;;C07K2317/73;;C07K2317/92;;A61K47/6817;;A61K47/6849;;A61K47/6851;;A61K47/68031;;A61K2039/505;;C07K16/2878;;C07K2317/94;;A61K47/6899,A61K47/48;;C07K16/28;;C07K16/30;;C07K16/40,,1,1,042-149-122-410-593,10.2174/138527208785740283,"Tripathi et al. (Current Organic Chem 2008, 12: 1093-1115)",ACTIVE
4,US,A1,US 2022/0242961 A1,084-986-690-232-010,2022-08-04,2022,US 201917296752 A,2019-12-02,US 201917296752 A;;US 201862773239 P;;KR 2019016863 W,2018-11-30,ANTI-4-1BB ANTIBODY AND USE THEREOF,"Provided is an anti-4-1 BB antibody or an antigen-binding fragment thereof, and uses thereof.",ABL BIO INC,PARK EUNYOUNG;;LEE YANGSOON;;CHUNG HYEJIN;;JUNG UIJUNG;;PAK YOUNGDON;;JEONG JUN HYUN;;KIM YEUNJU;;AHN SEAWON;;SUNG BYUNGJE,ABL BIO INC (2021-04-12),https://lens.org/084-986-690-232-010,Patent Application,yes,3,2,40,049-964-625-898-610;;142-792-603-658-678;;103-548-623-410-339;;046-639-374-691-712;;024-897-561-257-886;;053-471-506-572-270;;103-503-684-941-273;;193-032-534-755-316;;069-907-740-902-018;;084-986-690-232-010;;175-519-338-602-939;;137-393-167-700-139;;079-288-193-740-218;;141-858-932-392-236;;010-080-236-446-902;;177-436-270-022-223;;063-879-140-543-572;;013-061-941-527-041;;112-578-387-981-888;;185-520-826-889-909;;039-876-886-188-921;;169-465-374-515-885;;191-194-210-704-386;;151-561-789-059-435;;019-837-468-723-082;;093-164-425-189-705;;173-194-447-129-794;;111-507-131-956-377;;053-193-616-607-270;;166-816-568-868-462;;110-242-429-668-485;;088-994-465-720-793;;064-793-239-869-90X;;041-969-166-407-596;;021-744-321-272-95X;;105-089-164-052-394;;063-674-482-498-602;;181-076-762-929-129;;059-697-382-669-117;;174-080-604-177-986,SG;;AU;;EP;;WO;;MX;;BR;;CL;;CA;;IL;;CO;;MY;;CN;;KR;;US;;PE;;PH;;ZA;;EA;;JP,40,049-964-625-898-610;;142-792-603-658-678;;103-548-623-410-339;;046-639-374-691-712;;024-897-561-257-886;;053-471-506-572-270;;103-503-684-941-273;;193-032-534-755-316;;069-907-740-902-018;;175-519-338-602-939;;084-986-690-232-010;;137-393-167-700-139;;079-288-193-740-218;;010-080-236-446-902;;141-858-932-392-236;;177-436-270-022-223;;112-578-387-981-888;;013-061-941-527-041;;063-879-140-543-572;;185-520-826-889-909;;039-876-886-188-921;;173-194-447-129-794;;151-561-789-059-435;;191-194-210-704-386;;019-837-468-723-082;;169-465-374-515-885;;093-164-425-189-705;;088-994-465-720-793;;053-193-616-607-270;;110-242-429-668-485;;166-816-568-868-462;;111-507-131-956-377;;064-793-239-869-90X;;041-969-166-407-596;;021-744-321-272-95X;;105-089-164-052-394;;063-674-482-498-602;;174-080-604-177-986;;059-697-382-669-117;;181-076-762-929-129,SG;;AU;;EP;;WO;;MX;;BR;;CL;;CA;;IL;;MY;;CO;;CN;;KR;;US;;PE;;PH;;ZA;;EA;;JP,67,A61P35/00;;C07K2317/64;;C07K2317/622;;C07K16/2827;;C07K16/2878;;C07K2317/31;;C07K2317/24;;C07K2317/34;;C07K2317/92;;C07K2317/21;;C07K2317/75;;A61K2039/505;;A61K2039/505;;A61P35/00;;C07K16/2827;;C07K16/2878;;C07K2317/21;;C07K2317/24;;C07K2317/31;;C07K2317/34;;C07K2317/622;;C07K2317/64;;C07K2317/75;;C07K2317/92;;C07K16/2878;;A61P35/00;;A61K2039/505;;C07K16/2827;;C07K16/2878;;C07K16/468;;C07K2317/21;;C07K2317/24;;C07K2317/31;;C07K2317/34;;C07K2317/622;;C07K2317/64;;C07K2317/75;;C07K2317/92;;A61P35/00;;C07K2317/565,C07K16/28;;A61P35/00,,2,2,061-178-025-801-420;;040-104-300-480-868,10.1146/annurev.bb.16.060187.001035;;2439094;;10.1182/blood-2017-06-741041;;29118009,"Mariuzza et al. (Annu. Rev.Biophys. Biophys. Chem., 16:139-159, 1987) (Year: 1987);;Chester et al ( Blood, 131:49-57, 2018) (Year: 2018)",ACTIVE
5,US,A1,US 2021/0284749 A1,196-104-040-475-33X,2021-09-16,2021,US 201917053256 A,2019-06-26,KR 20180073320 A;;KR 2019007727 W,2018-06-26,Anti-BCMA Antibody And Use Thereof,"Provided are an antibody or antigen-binding fragment thereof that specifically binds to a B-cell maturation antigen (BCMA), a method of preparing the same, and use thereof. Accordingly, these can be utilized in effectively preventing or treating cancers.",ABL BIO INC,PARK KYUNGJIN;;CHUNG HYEJIN;;PARK KYEONGSU;;LEE YANGSOON;;CHANG MIKYUNG;;JEON JAEHYOUNG;;KIM YOUNGKWANG;;JEONG JUNHYUN;;YOO JISEON;;KIM YEUNJU;;YEOM DONGHOON;;KIM EUNJUNG;;LEE BORA;;JUNG JINWON,ABL BIO INC (2020-10-20),https://lens.org/196-104-040-475-33X,Patent Application,yes,1,2,14,196-104-040-475-33X;;071-196-046-801-907;;133-727-350-313-526;;031-071-694-545-358;;093-214-768-613-11X;;066-223-495-203-443;;166-671-247-941-986;;060-773-054-804-903;;006-106-149-907-967;;140-701-227-639-57X;;178-328-745-094-422;;171-836-757-354-240;;128-373-717-894-907;;093-934-613-347-932,EP;;CN;;KR;;WO;;US;;CA;;JP,14,196-104-040-475-33X;;071-196-046-801-907;;133-727-350-313-526;;031-071-694-545-358;;093-214-768-613-11X;;066-223-495-203-443;;166-671-247-941-986;;060-773-054-804-903;;006-106-149-907-967;;140-701-227-639-57X;;178-328-745-094-422;;171-836-757-354-240;;128-373-717-894-907;;093-934-613-347-932,EP;;CN;;KR;;WO;;US;;CA;;JP,128,C07K16/2878;;C07K2317/565;;C07K2317/76;;C07K2317/92;;C07K2317/33;;C07K2317/32;;A61P35/00;;A61K47/6803;;A61K47/6849;;A61K47/6851;;C07K16/2878;;A61K31/40;;A61K47/6849;;A61P35/00;;A61K2039/505;;C07K16/2878;;C07K2317/33;;C07K2317/565;;C07K2317/732;;C07K2317/76;;C07K2317/92;;C07K16/30,C07K16/28;;A61K47/68;;A61P35/00,,9,8,045-942-104-775-903;;001-779-867-387-972;;014-113-432-888-031;;031-100-076-670-370;;095-334-545-560-259;;027-477-313-726-928;;033-578-413-218-349;;038-460-040-669-582,10.1016/s0006-291x(03)01131-8;;12850000;;10543973;;10.1006/jmbi.1999.3192;;12218124;;10.4049/jimmunol.169.6.3076;;16989900;;10.1016/j.molimm.2006.08.001;;8876650;;10.1006/jmbi.1996.0548;;10.1073/pnas.79.6.1979;;6804947;;pmc346105;;pmc4402978;;23601606;;10.1016/j.jadohealth.2013.02.016;;pmc4622481;;10.4161/19420862.2014.985933;;25484041,"Casset et al. A peptide mimetic of an anti-CD4 monoclonal antibody by rational design. Biochem Biophys Res Comm 307: 198-205, 2003;;Chen et al. Selection and analysis of an optimized anti-VEGF antibody: crystal structure of an affinity-matured Fab in complex with antigen. J Mol Biol 293: 865-881, 1999;;De Pascalis et al. Grafting of ""abbreviated"" complementarity-determining regions containing specificity-determining residues essential for ligand contact to engineer a less immunogenic humanized monoclonal antibody. J Immunol 169: 3076-3084, 2002;;Holm et al. Functional mapping and single chain construction of the anti-cytokeratin 8 monoclonal antibody TS1. Mol Immunol 44: 1075-1084, 2007;;MacCallum et al. Antibody-antigen interactions: contact analysis and binding site topography. J Mol Biol 262: 732-745, 1996;;Paul, William E., Fundamental Immunology, 3rd Edition, Raven Press, New York, Chapt. 8, pp. 292-295 (1993);;Rudikoff et al. Single amino acid substitution altering antigen-binding specificity. Proc Natl Acad Sci USA 79: 1979-1983, 1982;;White et al. Cancer prevention for hte next generation. J Adolesc Health 52: S1-S7, 2013;;Zhang et al. Comprehensive optimization of a single-chain variable domain antibody fragment as a targeting ligand for a cytotoxic nanoparticle. mAbs 7(1): 42-52, 2015 (published online 21 Nov 2014)",ACTIVE
6,US,A1,US 2023/0212217 A1,115-816-969-058-583,2023-07-06,2023,US 202017789163 A,2020-12-24,US 202017789163 A;;KR 20200173808 A;;US 201962953685 P;;US 201962953687 P;;IB 2020062434 W,2019-12-26,Method for Purifying Biologically Active Peptide by Using Protein A Affinity Chromatography,"Provided is a method of purifying a mixture of Fc-containing bioactive peptides by using an affinity column including an affinity matrix containing a protein A ligand, wherein the mixture of Fc-containing bioactive peptides includes a first Fc-containing bioactive peptide and a second Fc-containing bioactive peptide, and the second Fc-containing bioactive peptide includes at least one more human VH3 domain, compared to the first Fc-containing bioactive peptide. According to the purification method, bioactive peptides having the same or similar structures can be precisely separated to the high level of purity while simplification of the process is achieved.",ABL BIO INC,SONG DAEHAE;;PAK YOUNGDON;;JUNG JINWON;;HONG JUNGHYEON;;LIM HEEJIN;;KIM DONGIN,ABL BIO INC (2022-06-17),https://lens.org/115-816-969-058-583,Patent Application,yes,1,1,15,021-967-191-467-596;;190-341-566-264-693;;115-816-969-058-583;;065-460-611-548-370;;091-996-460-129-58X;;121-887-099-466-262;;151-477-111-391-82X;;113-819-623-048-055;;035-950-526-483-334;;094-944-707-050-916;;153-477-971-198-301;;149-798-223-441-778;;040-603-193-375-320;;197-594-764-334-680;;092-913-128-305-115,AU;;EP;;CN;;WO;;KR;;US;;MX;;BR;;ZA;;CA;;IL;;JP,15,190-341-566-264-693;;115-816-969-058-583;;065-460-611-548-370;;021-967-191-467-596;;091-996-460-129-58X;;151-477-111-391-82X;;121-887-099-466-262;;035-950-526-483-334;;113-819-623-048-055;;094-944-707-050-916;;040-603-193-375-320;;153-477-971-198-301;;149-798-223-441-778;;197-594-764-334-680;;092-913-128-305-115,AU;;CN;;EP;;WO;;KR;;US;;MX;;BR;;ZA;;CA;;IL;;JP,37,C07K1/22;;C07K16/18;;C07K2319/30;;C07K2317/31;;C07K2317/622;;C07K16/40;;C07K16/2863;;C07K2317/52;;C07K16/065;;C07K2317/64;;C07K14/605;;B01D15/3809;;B01D15/166;;C07K16/065;;C07K1/22;;C07K16/18;;C07K16/2863;;B01D15/3809;;C07K2319/30;;C07K2317/622;;C07K2317/31;;C07K2317/52;;C07K2317/30;;C07K2319/00;;C07K1/22,C07K1/22,,1,0,,,"Ollier et al. (MABS, 2019, Vol.11, No.8, pages 1464-1478). (Year: 2019)",PENDING
7,US,A1,US 2022/0380446 A1,141-040-150-695-864,2022-12-01,2022,US 202217743177 A,2022-05-12,KR 20210061407 A,2021-05-12,ANTIBODIES FOR TREATING ALPHA-SYNUCLEINOPATHIES,"The present disclosure provides isolated binding proteins such as humanized antibodies and antigen-binding fragments thereof that target alpha-synuclein, including multispecific isolated binding proteins that target both alpha-synuclein and insulin-like growth factor 1 receptor. Also provided are methods of using the binding proteins to treat alpha-synucleinopathies.",ABL BIO INCORPORATED,AHN JINHYUNG;;AN SUNGWON;;KIM DONGIN;;SUNG EUNSIL;;EOM JAEHYUN;;LEE SANG HOON;;LEE SEUNG-JAE;;KIM TAE KYUNG;;CHOI MIN SUN;;YOU WEONKYOO;;JUNG JAEHO;;KIM JUHEE;;JUNG JINWON;;KIM YEUNJU;;SON YONGGYU;;SUNG BYUNGJE,ABL BIO INCORPORATED (2023-09-19),https://lens.org/141-040-150-695-864,Patent Application,yes,0,2,16,078-906-444-318-804;;072-011-895-882-329;;121-359-220-743-390;;102-748-165-655-290;;037-312-713-253-709;;168-310-238-071-05X;;141-040-150-695-864;;185-506-715-045-382;;159-571-379-330-624;;164-716-835-691-876;;141-748-119-942-648;;050-882-073-645-514;;061-639-121-639-143;;108-169-961-086-481;;197-970-097-499-364;;022-882-656-814-53X,AR;;AU;;EP;;WO;;MX;;BR;;CA;;IL;;TW;;CO;;CN;;KR;;US;;JP,16,078-906-444-318-804;;072-011-895-882-329;;121-359-220-743-390;;102-748-165-655-290;;037-312-713-253-709;;168-310-238-071-05X;;141-040-150-695-864;;185-506-715-045-382;;159-571-379-330-624;;164-716-835-691-876;;141-748-119-942-648;;050-882-073-645-514;;061-639-121-639-143;;108-169-961-086-481;;197-970-097-499-364;;022-882-656-814-53X,AR;;AU;;EP;;WO;;MX;;BR;;CA;;IL;;TW;;CO;;CN;;KR;;US;;JP,77,C07K16/18;;C07K2317/24;;C07K16/2863;;A61P25/00;;A61K2039/505;;C07K2317/31;;A61P25/16;;C07K16/18;;C07K2317/24;;C07K2317/31;;C07K16/2863;;C07K2317/622;;C07K2317/92;;C07K16/18;;A61K2039/505;;C07K16/2863;;C07K2317/24;;C07K2317/31;;C07K2317/35;;C07K2317/565;;C07K2317/567;;C07K2317/622;;C07K2317/92;;A61P25/16;;C07K16/18;;C07K16/2863;;A61P25/00;;C07K2317/31;;C07K2317/35;;C07K2317/24;;C07K2317/92;;C07K2317/622;;C07K2317/565;;C07K2317/567;;A61K2039/505;;C07K16/18;;C07K16/2863;;A61P25/16;;A61K2039/505;;C07K2317/24;;C07K2317/92;;C07K2317/567;;C07K2317/622;;C07K2317/31;;C07K2317/35;;C07K2317/565,C07K16/18;;A61P25/16;;C07K16/28,,2,2,138-471-215-936-486;;099-392-270-532-267,10.1016/j.jim.2006.07.014;;16949094;;pmc7017451;;10.1016/s1474-4422(19)30153-x;;31519472,"Larsson, et. al. ""Multiplexed PrEST immunization for high-throughput affinity proteomics"". JIM. Vol 315, pgs 110-120. (Year: 2006);;Taylor, et. al. ""New evidence on the management of Lewy body dementia"". Lancet Neurol. Vol 19(2), pgs 157-169. (Year: 2020)",PENDING
8,US,A1,US 2022/0348665 A1,062-177-527-818-267,2022-11-03,2022,US 202017616799 A,2020-06-15,KR 20190071057 A;;KR 2020007704 W,2019-06-14,BISPECIFIC ANTIBODY AGAINST Alpha-SYN/IGF1R AND USE THEREOF,"The present disclosure relates to a bispecific antibody that specifically binds to alpha-synuclein and IGF1R, and an use of the bispecific antibody for the prevention, treatment and/or diagnosis of synucleinopathies associated with alpha-synuclein or alpha-synuclein aggregates, and can allow the alpha-synuclein antibody or an antigen-binding fragment thereof to penetrate the blood brain barrier to exert its action in the brain, and extend the half-life to maintain the efficacy for a long time.",ABL BIO INC,AN SUNGWON;;AHN JINHYUNG;;SUNG BYUNGJE;;KIM DONGIN;;SONG DAEHAE;;EOM JAEHYUN;;SON YONG-GYU;;PARK KYUNGJIN;;KIM JUHEE;;JUNG JINWON;;LEE BORA;;YUN HYESU,ABL BIO INC (2021-10-29),https://lens.org/062-177-527-818-267,Patent Application,yes,0,2,37,014-910-065-200-70X;;180-372-971-117-67X;;181-480-244-527-714;;137-647-571-043-713;;115-908-132-704-705;;035-909-363-327-761;;137-203-585-007-61X;;027-519-268-221-72X;;188-493-908-100-308;;154-049-797-478-193;;121-072-107-498-241;;008-756-182-385-723;;132-987-395-686-654;;155-205-796-059-278;;130-294-487-045-315;;063-962-587-833-83X;;143-324-113-711-340;;129-589-210-303-126;;062-177-527-818-267;;018-716-062-170-388;;193-534-680-967-878;;149-097-561-904-622;;155-788-616-412-933;;028-548-407-975-636;;119-625-948-908-546;;049-268-615-629-215;;046-659-132-380-100;;071-161-977-280-214;;006-477-270-663-450;;131-139-402-569-280;;023-243-958-520-559;;019-272-548-226-785;;180-704-996-134-271;;148-191-613-662-528;;053-636-330-803-401;;098-537-039-714-154;;126-967-911-540-42X,AU;;EP;;WO;;NZ;;MX;;CL;;BR;;CA;;IL;;CO;;CN;;KR;;US;;PE;;PH;;ZA;;EA;;JP,37,014-910-065-200-70X;;180-372-971-117-67X;;181-480-244-527-714;;137-647-571-043-713;;115-908-132-704-705;;035-909-363-327-761;;063-962-587-833-83X;;027-519-268-221-72X;;130-294-487-045-315;;154-049-797-478-193;;121-072-107-498-241;;008-756-182-385-723;;132-987-395-686-654;;155-205-796-059-278;;188-493-908-100-308;;137-203-585-007-61X;;143-324-113-711-340;;129-589-210-303-126;;018-716-062-170-388;;062-177-527-818-267;;193-534-680-967-878;;149-097-561-904-622;;155-788-616-412-933;;028-548-407-975-636;;119-625-948-908-546;;049-268-615-629-215;;071-161-977-280-214;;046-659-132-380-100;;006-477-270-663-450;;131-139-402-569-280;;023-243-958-520-559;;019-272-548-226-785;;180-704-996-134-271;;148-191-613-662-528;;053-636-330-803-401;;098-537-039-714-154;;126-967-911-540-42X,AU;;EP;;WO;;NZ;;MX;;CL;;BR;;CA;;IL;;CO;;CN;;KR;;US;;PE;;PH;;ZA;;EA;;JP,178,C07K16/2863;;A61P25/28;;C07K2317/565;;C07K2317/56;;C07K2317/92;;A61K47/6849;;A61P25/00;;A61P35/00;;A61P25/28;;C07K16/2863;;A61K2039/505;;C07K2317/31;;C07K2317/565;;C07K2317/33;;C07K2317/34;;C07K2317/77;;C07K2317/92;;C07K2317/622;;C07K16/2896;;C07K16/18;;C07K2317/31;;C07K2317/24;;C07K2317/622;;C07K2317/92;;A61P25/28;;C07K16/18;;C07K16/2863;;A61K2039/505;;C07K2317/567;;C07K2317/35;;C07K2317/34;;C07K2317/62;;C07K2317/76;;C07K2317/33;;C07K2317/77;;C07K2317/565;;C07K16/2863;;A61P25/28;;A61K2039/505;;A61P25/28;;A61K2039/505;;C07K16/18;;C07K16/2863;;C07K2317/24;;C07K2317/31;;C07K2317/33;;C07K2317/35;;C07K2317/565;;C07K2317/567;;C07K2317/62;;C07K2317/622;;C07K2317/76;;C07K2317/77;;C07K2317/92,C07K16/28;;A61P25/28;;C07K16/18,,0,0,,,,PENDING
